"nazwa","wojewodztwo","jednostka","wskaznik"
"Komprachcice","opolskie","gmina_wiejska",-9.04
"Ojrzeń","mazowieckie","gmina_wiejska",-9.06
"Janowo","warmińsko-mazurskie","gmina_wiejska",-9.07
"Murów","opolskie","gmina_wiejska",-9.08
"Radziechowy-Wieprz","śląskie","gmina_wiejska",-9.11
"Białopole","lubelskie","gmina_wiejska",-9.12
"Fajsławice","lubelskie","gmina_wiejska",-9.12
"Bakałarzewo","podlaskie","gmina_wiejska",-9.13
"Nieborów","łódzkie","gmina_wiejska",-9.14
"Stoszowice","dolnośląskie","gmina_wiejska",-9.16
"Gołcza","małopolskie","gmina_wiejska",-9.16
"Bulkowo","mazowieckie","gmina_wiejska",-9.16
"Krupski Młyn","śląskie","gmina_wiejska",-9.17
"Gidle","łódzkie","gmina_wiejska",-9.19
"Sitno","lubelskie","gmina_wiejska",-9.21
"Fałków","świętokrzyskie","gmina_wiejska",-9.21
"Ludwin","lubelskie","gmina_wiejska",-9.22
"Dąbrowa Chełmińska","kujawsko-pomorskie","gmina_wiejska",-9.23
"Kikół","kujawsko-pomorskie","gmina_wiejska",-9.23
"Rzeczyca","łódzkie","gmina_wiejska",-9.23
"Złota","świętokrzyskie","gmina_wiejska",-9.23
"Świecie nad Osą","kujawsko-pomorskie","gmina_wiejska",-9.27
"Zebrzydowice","śląskie","gmina_wiejska",-9.27
"Jabłonna","mazowieckie","gmina_wiejska",-9.28
"Zakrzewo","wielkopolskie","gmina_wiejska",-9.28
"Godów","śląskie","gmina_wiejska",-9.35
"Świerzno","zachodniopomorskie","gmina_wiejska",-9.37
"Stare Kurowo","lubuskie","gmina_wiejska",-9.38
"Strzelce Wielkie","łódzkie","gmina_wiejska",-9.4
"Goszczanów","łódzkie","gmina_wiejska",-9.41
"Nowogródek Pomorski","zachodniopomorskie","gmina_wiejska",-9.42
"Lutomiersk","łódzkie","gmina_wiejska",-9.43
"Lubień","małopolskie","gmina_wiejska",-9.43
"Pruszcz","kujawsko-pomorskie","gmina_wiejska",-9.46
"Osiek","kujawsko-pomorskie","gmina_wiejska",-9.49
"Hanna","lubelskie","gmina_wiejska",-9.52
"Mszana Dolna","małopolskie","gmina_wiejska",-9.52
"Malbork","pomorskie","gmina_wiejska",-9.52
"Niwiska","podkarpackie","gmina_wiejska",-9.53
"Solina","podkarpackie","gmina_wiejska",-9.54
"Prażmów","mazowieckie","gmina_wiejska",-9.59
"Grębów","podkarpackie","gmina_wiejska",-9.6
"Paszowice","dolnośląskie","gmina_wiejska",-9.61
"Wierzbica","lubelskie","gmina_wiejska",-9.63
"Brzyska","podkarpackie","gmina_wiejska",-9.64
"Wielka Wieś","małopolskie","gmina_wiejska",-9.67
"Siemyśl","zachodniopomorskie","gmina_wiejska",-9.7
"Dzierzążnia","mazowieckie","gmina_wiejska",-9.71
"Milejewo","warmińsko-mazurskie","gmina_wiejska",-9.72
"Cieszków","dolnośląskie","gmina_wiejska",-9.73
"Brzeźnio","łódzkie","gmina_wiejska",-9.73
"Zawoja","małopolskie","gmina_wiejska",-9.74
"Raszyn","mazowieckie","gmina_wiejska",-9.75
"Studzienice","pomorskie","gmina_wiejska",-9.75
"Będków","łódzkie","gmina_wiejska",-9.76
"Ujsoły","śląskie","gmina_wiejska",-9.77
"Rogów","łódzkie","gmina_wiejska",-9.79
"Szczecinek","zachodniopomorskie","gmina_wiejska",-9.8
"Korytnica","mazowieckie","gmina_wiejska",-9.81
"Łękawica","śląskie","gmina_wiejska",-9.81
"Michałów","świętokrzyskie","gmina_wiejska",-9.83
"Szelków","mazowieckie","gmina_wiejska",-9.85
"Gostynin","mazowieckie","gmina_wiejska",-9.87
"Łambinowice","opolskie","gmina_wiejska",-9.88
"Stary Dzierzgoń","pomorskie","gmina_wiejska",-9.9
"Tymbark","małopolskie","gmina_wiejska",-9.92
"Wilczęta","warmińsko-mazurskie","gmina_wiejska",-9.94
"Czarny Bór","dolnośląskie","gmina_wiejska",-9.96
"Rachanie","lubelskie","gmina_wiejska",-9.96
"Domaszowice","opolskie","gmina_wiejska",-9.96
"Świerczów","opolskie","gmina_wiejska",-9.96
"Młodzieszyn","mazowieckie","gmina_wiejska",-9.97
"Chełmża","kujawsko-pomorskie","gmina_wiejska",-9.99
"Gorzyce","podkarpackie","gmina_wiejska",-9.99
"Zgorzelec","dolnośląskie","gmina_wiejska",-10
"Mycielin","wielkopolskie","gmina_wiejska",-10
"Serokomla","lubelskie","gmina_wiejska",-10.01
"Sosnowica","lubelskie","gmina_wiejska",-10.01
"Zblewo","pomorskie","gmina_wiejska",-10.01
"Smyków","świętokrzyskie","gmina_wiejska",-10.02
"Opinogóra Górna","mazowieckie","gmina_wiejska",-10.04
"Waśniów","świętokrzyskie","gmina_wiejska",-10.05
"Irządze","śląskie","gmina_wiejska",-10.06
"Wola Uhruska","lubelskie","gmina_wiejska",-10.09
"Wola Krzysztoporska","łódzkie","gmina_wiejska",-10.11
"Sypniewo","mazowieckie","gmina_wiejska",-10.12
"Bogdaniec","lubuskie","gmina_wiejska",-10.13
"Radomsko","łódzkie","gmina_wiejska",-10.17
"Osjaków","łódzkie","gmina_wiejska",-10.17
"Drużbice","łódzkie","gmina_wiejska",-10.2
"Działdowo","warmińsko-mazurskie","gmina_wiejska",-10.21
"Wojcieszków","lubelskie","gmina_wiejska",-10.22
"Rzeczenica","pomorskie","gmina_wiejska",-10.22
"Radziemice","małopolskie","gmina_wiejska",-10.24
"Szypliszki","podlaskie","gmina_wiejska",-10.24
"Konopnica","łódzkie","gmina_wiejska",-10.25
"Lubichowo","pomorskie","gmina_wiejska",-10.28
"Goworowo","mazowieckie","gmina_wiejska",-10.29
"Skołyszyn","podkarpackie","gmina_wiejska",-10.29
"Boćki","podlaskie","gmina_wiejska",-10.29
"Czerwonak","wielkopolskie","gmina_wiejska",-10.3
"Białobrzegi","podkarpackie","gmina_wiejska",-10.31
"Nowy Żmigród","podkarpackie","gmina_wiejska",-10.32
"Cisna","podkarpackie","gmina_wiejska",-10.32
"Stara Biała","mazowieckie","gmina_wiejska",-10.34
"Goszczyn","mazowieckie","gmina_wiejska",-10.37
"Leżajsk","podkarpackie","gmina_wiejska",-10.4
"Raczki","podlaskie","gmina_wiejska",-10.41
"Piątek","łódzkie","gmina_wiejska",-10.42
"Sobolew","mazowieckie","gmina_wiejska",-10.42
"Haczów","podkarpackie","gmina_wiejska",-10.42
"Gruta","kujawsko-pomorskie","gmina_wiejska",-10.43
"Skulsk","wielkopolskie","gmina_wiejska",-10.43
"Stary Zamość","lubelskie","gmina_wiejska",-10.44
"Godzianów","łódzkie","gmina_wiejska",-10.45
"Ropa","małopolskie","gmina_wiejska",-10.45
"Horodło","lubelskie","gmina_wiejska",-10.47
"Drawsko","wielkopolskie","gmina_wiejska",-10.49
"Przasnysz","mazowieckie","gmina_wiejska",-10.5
"Sadlinki","pomorskie","gmina_wiejska",-10.5
"Baćkowice","świętokrzyskie","gmina_wiejska",-10.5
"Sterdyń","mazowieckie","gmina_wiejska",-10.52
"Besko","podkarpackie","gmina_wiejska",-10.52
"Gawłuszowice","podkarpackie","gmina_wiejska",-10.53
"Milówka","śląskie","gmina_wiejska",-10.54
"Mędrzechów","małopolskie","gmina_wiejska",-10.57
"Sońsk","mazowieckie","gmina_wiejska",-10.58
"Płośnica","warmińsko-mazurskie","gmina_wiejska",-10.59
"Siemiątkowo","mazowieckie","gmina_wiejska",-10.65
"Grudusk","mazowieckie","gmina_wiejska",-10.66
"Łubowo","wielkopolskie","gmina_wiejska",-10.66
"Ruda-Huta","lubelskie","gmina_wiejska",-10.67
"Bolesław","małopolskie","gmina_wiejska",-10.68
"Kołbaskowo","zachodniopomorskie","gmina_wiejska",-10.69
"Kamionka","lubelskie","gmina_wiejska",-10.72
"Koło","wielkopolskie","gmina_wiejska",-10.72
"Skrwilno","kujawsko-pomorskie","gmina_wiejska",-10.75
"Konopnica","lubelskie","gmina_wiejska",-10.76
"Jeżewo","kujawsko-pomorskie","gmina_wiejska",-10.77
"Kolno","podlaskie","gmina_wiejska",-10.78
"Malechowo","zachodniopomorskie","gmina_wiejska",-10.8
"Stare Czarnowo","zachodniopomorskie","gmina_wiejska",-10.82
"Łącko","małopolskie","gmina_wiejska",-10.84
"Wapno","wielkopolskie","gmina_wiejska",-10.85
"Suchy Dąb","pomorskie","gmina_wiejska",-10.86
"Oświęcim","małopolskie","gmina_wiejska",-10.9
"Liniewo","pomorskie","gmina_wiejska",-10.9
"Gaszowice","śląskie","gmina_wiejska",-10.94
"Boleszkowice","zachodniopomorskie","gmina_wiejska",-10.94
"Miedzichowo","wielkopolskie","gmina_wiejska",-10.97
"Przewóz","lubuskie","gmina_wiejska",-11
"Iwanowice","małopolskie","gmina_wiejska",-11
"Szemud","pomorskie","gmina_wiejska",-11
"Pawłów","świętokrzyskie","gmina_wiejska",-11.02
"Płońsk","mazowieckie","gmina_wiejska",-11.03
"Bobrowice","lubuskie","gmina_wiejska",-11.05
"Herby","śląskie","gmina_wiejska",-11.07
"Kuślin","wielkopolskie","gmina_wiejska",-11.07
"Brzozie","kujawsko-pomorskie","gmina_wiejska",-11.08
"Moskorzew","świętokrzyskie","gmina_wiejska",-11.09
"Stara Kamienica","dolnośląskie","gmina_wiejska",-11.11
"Olszanka","mazowieckie","gmina_wiejska",-11.13
"Krzywda","lubelskie","gmina_wiejska",-11.14
"Wyry","śląskie","gmina_wiejska",-11.14
"Białowieża","podlaskie","gmina_wiejska",-11.15
"Kęsowo","kujawsko-pomorskie","gmina_wiejska",-11.19
"Konstantynów","lubelskie","gmina_wiejska",-11.19
"Jarczów","lubelskie","gmina_wiejska",-11.2
"Masłów","świętokrzyskie","gmina_wiejska",-11.22
"Iwaniska","świętokrzyskie","gmina_wiejska",-11.24
"Widuchowa","zachodniopomorskie","gmina_wiejska",-11.24
"Topólka","kujawsko-pomorskie","gmina_wiejska",-11.25
"Wadowice Górne","podkarpackie","gmina_wiejska",-11.25
"Włocławek","kujawsko-pomorskie","gmina_wiejska",-11.26
"Poronin","małopolskie","gmina_wiejska",-11.26
"Sieroszewice","wielkopolskie","gmina_wiejska",-11.27
"Starcza","śląskie","gmina_wiejska",-11.3
"Lipnica Wielka","małopolskie","gmina_wiejska",-11.32
"Lichnowy","pomorskie","gmina_wiejska",-11.32
"Wieliszew","mazowieckie","gmina_wiejska",-11.36
"Iława","warmińsko-mazurskie","gmina_wiejska",-11.36
"Zakrzew","mazowieckie","gmina_wiejska",-11.38
"Korczew","mazowieckie","gmina_wiejska",-11.39
"Węgierska Górka","śląskie","gmina_wiejska",-11.4
"Kowal","kujawsko-pomorskie","gmina_wiejska",-11.42
"Garwolin","mazowieckie","gmina_wiejska",-11.42
"Krościenko Wyżne","podkarpackie","gmina_wiejska",-11.42
"Słubice","mazowieckie","gmina_wiejska",-11.43
"Drwinia","małopolskie","gmina_wiejska",-11.44
"Spytkowice","małopolskie","gmina_wiejska",-11.44
"Brenna","śląskie","gmina_wiejska",-11.45
"Łaziska","lubelskie","gmina_wiejska",-11.46
"Miedźna","śląskie","gmina_wiejska",-11.46
"Skierniewice","łódzkie","gmina_wiejska",-11.52
"Stare Pole","pomorskie","gmina_wiejska",-11.53
"Bierzwnik","zachodniopomorskie","gmina_wiejska",-11.54
"Jedlnia-Letnisko","mazowieckie","gmina_wiejska",-11.56
"Bargłów Kościelny","podlaskie","gmina_wiejska",-11.58
"Rejowiec Fabryczny","lubelskie","gmina_wiejska",-11.6
"Stanin","lubelskie","gmina_wiejska",-11.61
"Lipowa","śląskie","gmina_wiejska",-11.62
"Juchnowiec Kościelny","podlaskie","gmina_wiejska",-11.64
"Łuków","lubelskie","gmina_wiejska",-11.66
"Czosnów","mazowieckie","gmina_wiejska",-11.68
"Karsin","pomorskie","gmina_wiejska",-11.7
"Siedlce","mazowieckie","gmina_wiejska",-11.73
"Osieczna","pomorskie","gmina_wiejska",-11.75
"Sokolniki","łódzkie","gmina_wiejska",-11.76
"Osiek","pomorskie","gmina_wiejska",-11.76
"Sochaczew","mazowieckie","gmina_wiejska",-11.8
"Mirzec","świętokrzyskie","gmina_wiejska",-11.82
"Poświętne","mazowieckie","gmina_wiejska",-11.84
"Kwilcz","wielkopolskie","gmina_wiejska",-11.85
"Szczawin Kościelny","mazowieckie","gmina_wiejska",-11.87
"Mińsk Mazowiecki","mazowieckie","gmina_wiejska",-11.88
"Przykona","wielkopolskie","gmina_wiejska",-11.9
"Puck","pomorskie","gmina_wiejska",-11.94
"Giżycko","warmińsko-mazurskie","gmina_wiejska",-11.95
"Świnice Warckie","łódzkie","gmina_wiejska",-11.98
"Olesno","małopolskie","gmina_wiejska",-11.99
"Bodzechów","świętokrzyskie","gmina_wiejska",-12
"Czajków","wielkopolskie","gmina_wiejska",-12.02
"Szaflary","małopolskie","gmina_wiejska",-12.03
"Ujazd","łódzkie","gmina_wiejska",-12.05
"Strzeleczki","opolskie","gmina_wiejska",-12.05
"Stare Juchy","warmińsko-mazurskie","gmina_wiejska",-12.05
"Bukowsko","podkarpackie","gmina_wiejska",-12.06
"Piątnica","podlaskie","gmina_wiejska",-12.09
"Kondratowice","dolnośląskie","gmina_wiejska",-12.11
"Lipinki","małopolskie","gmina_wiejska",-12.11
"Tuczna","lubelskie","gmina_wiejska",-12.13
"Nurzec-Stacja","podlaskie","gmina_wiejska",-12.14
"Cyców","lubelskie","gmina_wiejska",-12.15
"Iwierzyce","podkarpackie","gmina_wiejska",-12.2
"Góra Świętej Małgorzaty","łódzkie","gmina_wiejska",-12.21
"Lipce Reymontowskie","łódzkie","gmina_wiejska",-12.24
"Gromnik","małopolskie","gmina_wiejska",-12.25
"Stawiguda","warmińsko-mazurskie","gmina_wiejska",-12.25
"Krasnosielc","mazowieckie","gmina_wiejska",-12.27
"Tryńcza","podkarpackie","gmina_wiejska",-12.27
"Grabów nad Pilicą","mazowieckie","gmina_wiejska",-12.29
"Trzcinica","wielkopolskie","gmina_wiejska",-12.29
"Biskupiec","warmińsko-mazurskie","gmina_wiejska",-12.31
"Małdyty","warmińsko-mazurskie","gmina_wiejska",-12.32
"Frysztak","podkarpackie","gmina_wiejska",-12.34
"Dziemiany","pomorskie","gmina_wiejska",-12.35
"Chełm","lubelskie","gmina_wiejska",-12.36
"Łęczyca","łódzkie","gmina_wiejska",-12.36
"Dźwierzuty","warmińsko-mazurskie","gmina_wiejska",-12.36
"Zarzecze","podkarpackie","gmina_wiejska",-12.39
"Niechanowo","wielkopolskie","gmina_wiejska",-12.39
"Bolesławiec","łódzkie","gmina_wiejska",-12.4
"Michałowice","mazowieckie","gmina_wiejska",-12.4
"Wińsko","dolnośląskie","gmina_wiejska",-12.41
"Suwałki","podlaskie","gmina_wiejska",-12.42
"Gnojnik","małopolskie","gmina_wiejska",-12.43
"Borowie","mazowieckie","gmina_wiejska",-12.45
"Rokiciny","łódzkie","gmina_wiejska",-12.46
"Granowo","wielkopolskie","gmina_wiejska",-12.47
"Stara Błotnica","mazowieckie","gmina_wiejska",-12.48
"Brzuze","kujawsko-pomorskie","gmina_wiejska",-12.51
"Luzino","pomorskie","gmina_wiejska",-12.52
"Inowłódz","łódzkie","gmina_wiejska",-12.53
"Drzycim","kujawsko-pomorskie","gmina_wiejska",-12.54
"Regimin","mazowieckie","gmina_wiejska",-12.54
"Czastary","łódzkie","gmina_wiejska",-12.55
"Zduńska Wola","łódzkie","gmina_wiejska",-12.59
"Wiązownica","podkarpackie","gmina_wiejska",-12.59
"Święciechowa","wielkopolskie","gmina_wiejska",-12.61
"Jordanów Śląski","dolnośląskie","gmina_wiejska",-12.62
"Biały Dunajec","małopolskie","gmina_wiejska",-12.65
"Niedźwiedź","małopolskie","gmina_wiejska",-12.66
"Miedzna","mazowieckie","gmina_wiejska",-12.68
"Koźminek","wielkopolskie","gmina_wiejska",-12.68
"Kunice","dolnośląskie","gmina_wiejska",-12.71
"Brudzew","wielkopolskie","gmina_wiejska",-12.71
"Białogard","zachodniopomorskie","gmina_wiejska",-12.74
"Marianowo","zachodniopomorskie","gmina_wiejska",-12.74
"Białe Błota","kujawsko-pomorskie","gmina_wiejska",-12.8
"Chmielnik","podkarpackie","gmina_wiejska",-12.82
"Widawa","łódzkie","gmina_wiejska",-12.85
"Przytuły","podlaskie","gmina_wiejska",-12.86
"Przemyśl","podkarpackie","gmina_wiejska",-12.88
"Żary","lubuskie","gmina_wiejska",-12.89
"Słońsk","lubuskie","gmina_wiejska",-12.93
"Czudec","podkarpackie","gmina_wiejska",-12.94
"Ksawerów","łódzkie","gmina_wiejska",-12.95
"Radziejów","kujawsko-pomorskie","gmina_wiejska",-12.96
"Deszczno","lubuskie","gmina_wiejska",-13
"Sorkwity","warmińsko-mazurskie","gmina_wiejska",-13
"Mieścisko","wielkopolskie","gmina_wiejska",-13.02
"Krempna","podkarpackie","gmina_wiejska",-13.06
"Secemin","świętokrzyskie","gmina_wiejska",-13.06
"Czarna","podkarpackie","gmina_wiejska",-13.07
"Ryjewo","pomorskie","gmina_wiejska",-13.07
"Leśna Podlaska","lubelskie","gmina_wiejska",-13.08
"Wróblew","łódzkie","gmina_wiejska",-13.09
"Małkinia Górna","mazowieckie","gmina_wiejska",-13.09
"Radwanice","dolnośląskie","gmina_wiejska",-13.11
"Tczów","mazowieckie","gmina_wiejska",-13.15
"Domaradz","podkarpackie","gmina_wiejska",-13.15
"Jabłonka","małopolskie","gmina_wiejska",-13.21
"Starogard Gdański","pomorskie","gmina_wiejska",-13.22
"Szczaniec","lubuskie","gmina_wiejska",-13.23
"Chybie","śląskie","gmina_wiejska",-13.25
"Łubnice","łódzkie","gmina_wiejska",-13.26
"Goczałkowice-Zdrój","śląskie","gmina_wiejska",-13.28
"Gdów","małopolskie","gmina_wiejska",-13.29
"Tuszów Narodowy","podkarpackie","gmina_wiejska",-13.3
"Świerklaniec","śląskie","gmina_wiejska",-13.32
"Mysłakowice","dolnośląskie","gmina_wiejska",-13.36
"Wielgie","kujawsko-pomorskie","gmina_wiejska",-13.39
"Choceń","kujawsko-pomorskie","gmina_wiejska",-13.39
"Klucze","małopolskie","gmina_wiejska",-13.48
"Jordanów","małopolskie","gmina_wiejska",-13.49
"Łużna","małopolskie","gmina_wiejska",-13.5
"Izbica","lubelskie","gmina_wiejska",-13.57
"Wyszki","podlaskie","gmina_wiejska",-13.57
"Dzikowiec","podkarpackie","gmina_wiejska",-13.58
"Dobroń","łódzkie","gmina_wiejska",-13.59
"Pcim","małopolskie","gmina_wiejska",-13.62
"Skrzyszów","małopolskie","gmina_wiejska",-13.64
"Raciąż","mazowieckie","gmina_wiejska",-13.64
"Tarnowo Podgórne","wielkopolskie","gmina_wiejska",-13.66
"Maków","łódzkie","gmina_wiejska",-13.67
"Nieporęt","mazowieckie","gmina_wiejska",-13.7
"Repki","mazowieckie","gmina_wiejska",-13.7
"Mały Płock","podlaskie","gmina_wiejska",-13.7
"Pacyna","mazowieckie","gmina_wiejska",-13.74
"Turośń Kościelna","podlaskie","gmina_wiejska",-13.74
"Stoczek","mazowieckie","gmina_wiejska",-13.78
"Miedźno","śląskie","gmina_wiejska",-13.79
"Świętajno","warmińsko-mazurskie","gmina_wiejska",-13.79
"Mściwojów","dolnośląskie","gmina_wiejska",-13.84
"Niegosławice","lubuskie","gmina_wiejska",-13.86
"Dydnia","podkarpackie","gmina_wiejska",-13.86
"Szydłów","świętokrzyskie","gmina_wiejska",-13.88
"Żórawina","dolnośląskie","gmina_wiejska",-13.91
"Wojaszówka","podkarpackie","gmina_wiejska",-13.91
"Jasionówka","podlaskie","gmina_wiejska",-14
"Czorsztyn","małopolskie","gmina_wiejska",-14.01
"Wiśniowa","podkarpackie","gmina_wiejska",-14.01
"Łomazy","lubelskie","gmina_wiejska",-14.03
"Grębków","mazowieckie","gmina_wiejska",-14.05
"Brzeźnica","małopolskie","gmina_wiejska",-14.06
"Pępowo","wielkopolskie","gmina_wiejska",-14.12
"Radowo Małe","zachodniopomorskie","gmina_wiejska",-14.12
"Andrespol","łódzkie","gmina_wiejska",-14.14
"Kłodzko","dolnośląskie","gmina_wiejska",-14.18
"Łysomice","kujawsko-pomorskie","gmina_wiejska",-14.18
"Radzanowo","mazowieckie","gmina_wiejska",-14.18
"Gołuchów","wielkopolskie","gmina_wiejska",-14.19
"Łopuszno","świętokrzyskie","gmina_wiejska",-14.2
"Jeżowe","podkarpackie","gmina_wiejska",-14.22
"Kiszkowo","wielkopolskie","gmina_wiejska",-14.22
"Górzyca","lubuskie","gmina_wiejska",-14.24
"Aleksandrów","łódzkie","gmina_wiejska",-14.24
"Tarnowiec","podkarpackie","gmina_wiejska",-14.24
"Somonino","pomorskie","gmina_wiejska",-14.25
"Zbójna","podlaskie","gmina_wiejska",-14.3
"Kłomnice","śląskie","gmina_wiejska",-14.3
"Pietrowice Wielkie","śląskie","gmina_wiejska",-14.31
"Popielów","opolskie","gmina_wiejska",-14.36
"Jonkowo","warmińsko-mazurskie","gmina_wiejska",-14.4
"Nowa Słupia","świętokrzyskie","gmina_wiejska",-14.47
"Dubienka","lubelskie","gmina_wiejska",-14.49
"Krzynowłoga Mała","mazowieckie","gmina_wiejska",-14.5
"Bielsk","mazowieckie","gmina_wiejska",-14.52
"Kornowac","śląskie","gmina_wiejska",-14.53
"Kleszczewo","wielkopolskie","gmina_wiejska",-14.56
"Kruklanki","warmińsko-mazurskie","gmina_wiejska",-14.58
"Olszówka","wielkopolskie","gmina_wiejska",-14.58
"Nowy Kawęczyn","łódzkie","gmina_wiejska",-14.59
"Godziszów","lubelskie","gmina_wiejska",-14.65
"Zbuczyn","mazowieckie","gmina_wiejska",-14.65
"Gzy","mazowieckie","gmina_wiejska",-14.67
"Świdnica","lubuskie","gmina_wiejska",-14.69
"Czernichów","małopolskie","gmina_wiejska",-14.7
"Turobin","lubelskie","gmina_wiejska",-14.73
"Włodawa","lubelskie","gmina_wiejska",-14.8
"Kaliska","pomorskie","gmina_wiejska",-14.81
"Długołęka","dolnośląskie","gmina_wiejska",-14.83
"Cielądz","łódzkie","gmina_wiejska",-14.85
"Szreńsk","mazowieckie","gmina_wiejska",-14.85
"Czermin","podkarpackie","gmina_wiejska",-14.87
"Marciszów","dolnośląskie","gmina_wiejska",-14.9
"Bojszowy","śląskie","gmina_wiejska",-14.91
"Bobrowniki","kujawsko-pomorskie","gmina_wiejska",-14.96
"Michów","lubelskie","gmina_wiejska",-14.96
"Goleszów","śląskie","gmina_wiejska",-14.96
"Unisław","kujawsko-pomorskie","gmina_wiejska",-15
"Pałecznica","małopolskie","gmina_wiejska",-15.01
"Szczytniki","wielkopolskie","gmina_wiejska",-15.02
"Pomiechówek","mazowieckie","gmina_wiejska",-15.04
"Lipnica Murowana","małopolskie","gmina_wiejska",-15.07
"Olszanica","podkarpackie","gmina_wiejska",-15.1
"Łoniów","świętokrzyskie","gmina_wiejska",-15.18
"Baligród","podkarpackie","gmina_wiejska",-15.19
"Stary Targ","pomorskie","gmina_wiejska",-15.2
"Pszczółki","pomorskie","gmina_wiejska",-15.21
"Sulików","dolnośląskie","gmina_wiejska",-15.22
"Czernica","dolnośląskie","gmina_wiejska",-15.24
"Bolesław","małopolskie","gmina_wiejska",-15.3
"Pokój","opolskie","gmina_wiejska",-15.37
"Rozprza","łódzkie","gmina_wiejska",-15.4
"Tereszpol","lubelskie","gmina_wiejska",-15.48
"Wodzisław","świętokrzyskie","gmina_wiejska",-15.5
"Krzeszyce","lubuskie","gmina_wiejska",-15.52
"Sadkowice","łódzkie","gmina_wiejska",-15.52
"Giby","podlaskie","gmina_wiejska",-15.52
"Czernichów","śląskie","gmina_wiejska",-15.52
"Kazimierz Biskupi","wielkopolskie","gmina_wiejska",-15.59
"Świekatowo","kujawsko-pomorskie","gmina_wiejska",-15.65
"Lipinki Łużyckie","lubuskie","gmina_wiejska",-15.65
"Szydłowo","wielkopolskie","gmina_wiejska",-15.67
"Miejsce Piastowe","podkarpackie","gmina_wiejska",-15.75
"Konopiska","śląskie","gmina_wiejska",-15.75
"Kozłów","małopolskie","gmina_wiejska",-15.76
"Strzyżewice","lubelskie","gmina_wiejska",-15.81
"Wąwolnica","lubelskie","gmina_wiejska",-15.83
"Bielsk Podlaski","podlaskie","gmina_wiejska",-15.85
"Wysokie","lubelskie","gmina_wiejska",-15.93
"Nowa Wieś Lęborska","pomorskie","gmina_wiejska",-15.93
"Banie","zachodniopomorskie","gmina_wiejska",-15.94
"Buczkowice","śląskie","gmina_wiejska",-15.98
"Skąpe","lubuskie","gmina_wiejska",-15.99
"Biała","łódzkie","gmina_wiejska",-15.99
"Charsznica","małopolskie","gmina_wiejska",-16.03
"Sanniki","mazowieckie","gmina_wiejska",-16.08
"Boguty-Pianki","mazowieckie","gmina_wiejska",-16.11
"Dorohusk","lubelskie","gmina_wiejska",-16.12
"Kostomłoty","dolnośląskie","gmina_wiejska",-16.15
"Damnica","pomorskie","gmina_wiejska",-16.15
"Galewice","łódzkie","gmina_wiejska",-16.23
"Jabłonna Lacka","mazowieckie","gmina_wiejska",-16.23
"Będzino","zachodniopomorskie","gmina_wiejska",-16.24
"Markusy","warmińsko-mazurskie","gmina_wiejska",-16.28
"Turośl","podlaskie","gmina_wiejska",-16.31
"Gródek nad Dunajcem","małopolskie","gmina_wiejska",-16.35
"Rudnik","śląskie","gmina_wiejska",-16.37
"Dobroszyce","dolnośląskie","gmina_wiejska",-16.38
"Filipów","podlaskie","gmina_wiejska",-16.4
"Żelechlinek","łódzkie","gmina_wiejska",-16.41
"Świdwin","zachodniopomorskie","gmina_wiejska",-16.44
"Wodynie","mazowieckie","gmina_wiejska",-16.45
"Wilków","lubelskie","gmina_wiejska",-16.47
"Chłopice","podkarpackie","gmina_wiejska",-16.74
"Cmolas","podkarpackie","gmina_wiejska",-16.76
"Oława","dolnośląskie","gmina_wiejska",-16.8
"Lututów","łódzkie","gmina_wiejska",-16.85
"Jakubów","mazowieckie","gmina_wiejska",-16.91
"Poczesna","śląskie","gmina_wiejska",-16.93
"Laskowa","małopolskie","gmina_wiejska",-16.98
"Główczyce","pomorskie","gmina_wiejska",-16.98
"Łososina Dolna","małopolskie","gmina_wiejska",-17
"Biała Podlaska","lubelskie","gmina_wiejska",-17.02
"Kochanowice","śląskie","gmina_wiejska",-17.07
"Jerzmanowice-Przeginia","małopolskie","gmina_wiejska",-17.09
"Ślemień","śląskie","gmina_wiejska",-17.16
"Dębnica Kaszubska","pomorskie","gmina_wiejska",-17.17
"Przystajń","śląskie","gmina_wiejska",-17.18
"Rząśnia","łódzkie","gmina_wiejska",-17.23
"Klimontów","świętokrzyskie","gmina_wiejska",-17.25
"Zagnańsk","świętokrzyskie","gmina_wiejska",-17.27
"Czarny Dunajec","małopolskie","gmina_wiejska",-17.28
"Mieleszyn","wielkopolskie","gmina_wiejska",-17.32
"Uchanie","lubelskie","gmina_wiejska",-17.33
"Markuszów","lubelskie","gmina_wiejska",-17.34
"Pęczniew","łódzkie","gmina_wiejska",-17.36
"Mrągowo","warmińsko-mazurskie","gmina_wiejska",-17.44
"Tokarnia","małopolskie","gmina_wiejska",-17.45
"Niedrzwica Duża","lubelskie","gmina_wiejska",-17.47
"Przyrów","śląskie","gmina_wiejska",-17.5
"Komorniki","wielkopolskie","gmina_wiejska",-17.54
"Żurawica","podkarpackie","gmina_wiejska",-17.58
"Ciepłowody","dolnośląskie","gmina_wiejska",-17.59
"Puszcza Mariańska","mazowieckie","gmina_wiejska",-17.6
"Ustka","pomorskie","gmina_wiejska",-17.6
"Chrząstowice","opolskie","gmina_wiejska",-17.62
"Sarnaki","mazowieckie","gmina_wiejska",-17.71
"Białośliwie","wielkopolskie","gmina_wiejska",-17.76
"Wojciechowice","świętokrzyskie","gmina_wiejska",-17.78
